39.4,-77.13,1
42.57,-96.87,2
41.68,-96.21,2
39.5,-76.3,1
42.54,-96.71,2
42.14,-83.26,3
41.39,-95.36,2
39.52,-76.25,1
42.47,-96.81,2
42.35,-98.49,2
45.96,-100.7,5
43.1,-97.72,2
42.44,-96.68,2
41.6,-96.04,2
41.31,-84.54,None
39.0,-77.5,1
39.6,-76.14,1
39.57,-76.13,1
42.29,-98.34,2
41.48,-96.05,2
42.96,-96.9,2
39.01,-77.42,1
39.0,-77.39,1
45.7,-100.98,5
39.53,-76.78,1
37.74,-79.48,None
42.27,-98.34,2
39.04,-77.06,1
39.05,-77.07,1
39.03,-77.04,1
39.07,-77.06,1
39.6,-75.95,1
35.71,-81.08,None
42.51,-96.83,2
39.06,-76.95,1
39.07,-76.95,1
39.05,-76.92,1
39.08,-76.95,1
40.23,-74.93,1
42.81,-97.25,2
42.6,-98.45,2
37.41,-85.81,None
39.1,-76.86,1
43.42,-102.14,4
42.52,-96.76,2
39.1,-76.81,1
39.75,-75.8,1
39.15,-76.56,1
39.78,-75.77,1
42.53,-101.31,4
41.04,-95.11,2
45.6,-100.39,5
42.45,-98.39,2
39.13,-76.73,1
41.66,-83.55,3
39.14,-76.72,1
38.84,-77.59,1
39.17,-76.6,1
42.47,-98.24,2
43.23,-101.9,4
42.41,-101.54,4
43.17,-101.83,4
40.83,-84.85,None
40.83,-84.91,None
38.84,-77.55,1
45.5,-100.24,5
38.84,-77.53,1
38.84,-77.54,1
38.8,-78.26,1
42.04,-101.14,4
37.05,-97.31,None
39.83,-75.44,1
35.56,-87.2,None
41.59,-83.5,3
41.63,-83.49,3
42.99,-101.74,4
42.95,-98.06,2
40.69,-95.2,2
38.89,-77.49,1
41.61,-83.48,3
41.55,-95.91,2
45.15,-99.95,5
40.62,-94.51,2
42.9,-98.06,2
40.71,-95.0,2
42.04,-97.83,2
45.18,-99.61,5
39.6,-77.85,1
40.45,-94.84,2
39.97,-74.86,1
40.3,-75.08,1
40.27,-94.67,2
40.26,-94.77,2
42.31,-101.4,4
40.29,-94.54,2
40.84,-96.29,2
39.02,-77.51,1
42.99,-100.21,None
30.52,-92.17,None
41.42,-97.84,2
