Sat Dec  8 10:44:46 2012    dbscan-9375.profile

         3325826313 function calls (3146135898 primitive calls) in 14862.432 seconds

   Ordered by: file name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       23    0.000    0.000    0.002    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:5919(getdoc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:2246(_MaskedPrintOption)
       18    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:900(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:5905(_frommethod)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:778(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:5690(MaskedConstant)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:788(_DomainGreaterEqual)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:89(doc_note)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:2568(MaskedArray)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:776(_DomainGreater)
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:7119(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:5851(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:2395(_arraymethod)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:723(_DomainCheckInterval)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:763(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:128(MaskError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:2251(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:5849(_minimum_operation)
        9    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:2424(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:7107(_convert2ma)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/extras.py:222(_fromnxfunction)
        9    0.000    0.000    0.001    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/extras.py:239(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/extras.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/extras.py:1481(mr_class)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/extras.py:1427(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/dist-packages/numpy/ma/extras.py:10(<module>)
        9    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/extras.py:243(getdoc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/extras.py:1415(MAxisConcatenator)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/dist-packages/numpy/matrixlib/__init__.py:1(<module>)
269530623 3259.154    0.000 6187.018    0.000 /usr/lib/python2.7/dist-packages/numpy/matrixlib/defmatrix.py:301(__getitem__)
 89840416  312.581    0.000  941.780    0.000 /usr/lib/python2.7/dist-packages/numpy/matrixlib/defmatrix.py:365(_align)
 89840416 1470.348    0.000 4824.555    0.000 /usr/lib/python2.7/dist-packages/numpy/matrixlib/defmatrix.py:403(sum)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/dist-packages/numpy/matrixlib/defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/matrixlib/defmatrix.py:55(asmatrix)
898422912/718742080 4041.657    0.000 4915.911    0.000 /usr/lib/python2.7/dist-packages/numpy/matrixlib/defmatrix.py:279(__array_finalize__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/matrixlib/defmatrix.py:233(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/matrixlib/defmatrix.py:195(matrix)
        1    0.001    0.001    0.026    0.026 /usr/lib/python2.7/dist-packages/numpy/polynomial/__init__.py:15(<module>)
        1    0.003    0.003    0.004    0.004 /usr/lib/python2.7/dist-packages/numpy/polynomial/chebyshev.py:78(<module>)
        1    0.003    0.003    0.004    0.004 /usr/lib/python2.7/dist-packages/numpy/polynomial/hermite.py:50(<module>)
        1    0.003    0.003    0.004    0.004 /usr/lib/python2.7/dist-packages/numpy/polynomial/hermite_e.py:50(<module>)
        1    0.003    0.003    0.004    0.004 /usr/lib/python2.7/dist-packages/numpy/polynomial/laguerre.py:50(<module>)
        1    0.003    0.003    0.004    0.004 /usr/lib/python2.7/dist-packages/numpy/polynomial/legendre.py:51(<module>)
        1    0.003    0.003    0.005    0.005 /usr/lib/python2.7/dist-packages/numpy/polynomial/polynomial.py:48(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/polynomial/polytemplate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/polynomial/polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/polynomial/polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/polynomial/polyutils.py:33(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/polynomial/polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/polynomial/polyutils.py:69(PolyBase)
        1    0.001    0.001    0.002    0.002 /usr/lib/python2.7/dist-packages/numpy/random/__init__.py:84(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/random/info.py:84(<module>)
        1    0.000    0.000    0.006    0.006 /usr/lib/python2.7/dist-packages/numpy/testing/__init__.py:6(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/dist-packages/numpy/testing/decorators.py:15(<module>)
       19    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/testing/nosetester.py:138(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/testing/nosetester.py:82(_docmethod)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/testing/nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/testing/nosetester.py:109(NoseTester)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/testing/numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/testing/numpytest.py:10(IgnoreException)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/testing/utils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/testing/utils.py:1353(WarningMessage)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/testing/utils.py:1383(WarningManager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/fnmatch.py:11(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/functools.py:17(update_wrapper)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/functools.py:39(wraps)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/hashlib.py:94(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/hashlib.py:55(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/keyword.py:11(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/os.py:510(getenv)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:43(normcase)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:51(isabs)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:341(abspath)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:312(normpath)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:60(join)
       19    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:118(dirname)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pprint.py:81(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pprint.py:35(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:100(seed)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:72(Random)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:651(WichmannHill)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:801(SystemRandom)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:40(<module>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:272(choice)
        8    0.000    0.000    0.015    0.002 /usr/lib/python2.7/re.py:226(_compile)
        2    0.000    0.000    0.006    0.003 /usr/lib/python2.7/re.py:139(search)
        6    0.000    0.000    0.012    0.002 /usr/lib/python2.7/re.py:188(compile)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/re.py:204(escape)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/shutil.py:5(<module>)
       16    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_compile.py:474(isstring)
        8    0.000    0.000    0.006    0.001 /usr/lib/python2.7/sre_compile.py:480(_code)
       41    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_compile.py:24(_identityfunction)
        8    0.000    0.000    0.001    0.000 /usr/lib/python2.7/sre_compile.py:361(_compile_info)
       15    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_compile.py:51(fixup)
     69/8    0.002    0.000    0.004    0.001 /usr/lib/python2.7/sre_compile.py:32(_compile)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_compile.py:258(_mk_bitmap)
       20    0.000    0.000    0.001    0.000 /usr/lib/python2.7/sre_compile.py:178(_compile_charset)
        8    0.000    0.000    0.015    0.002 /usr/lib/python2.7/sre_compile.py:495(compile)
       20    0.000    0.000    0.001    0.000 /usr/lib/python2.7/sre_compile.py:207(_optimize_charset)
       28    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_compile.py:354(_simple)
       52    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:210(isident)
      141    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:138(append)
      183    0.000    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:195(match)
        9    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:216(isname)
       28    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:134(__setitem__)
     39/8    0.002    0.000    0.008    0.001 /usr/lib/python2.7/sre_parse.py:379(_parse)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:213(isdigit)
       15    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:83(closegroup)
     23/8    0.000    0.000    0.009    0.001 /usr/lib/python2.7/sre_parse.py:301(_parse_sub)
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:178(__init__)
      133    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:126(__len__)
    97/36    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:140(getwidth)
       18    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:257(_escape)
       15    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:72(opengroup)
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:67(__init__)
      354    0.001    0.000    0.003    0.000 /usr/lib/python2.7/sre_parse.py:201(get)
      301    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:130(__getitem__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:225(_class_escape)
      431    0.002    0.000    0.003    0.000 /usr/lib/python2.7/sre_parse.py:182(__next)
       69    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:90(__init__)
        8    0.000    0.000    0.009    0.001 /usr/lib/python2.7/sre_parse.py:663(parse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/string.py:131(__init__)
      558    0.002    0.000    0.003    0.000 /usr/lib/python2.7/string.py:158(convert)
        6    0.000    0.000    0.006    0.001 /usr/lib/python2.7/string.py:148(substitute)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:175(_get_default_tempdir)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:212(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:47(_set_cloexec)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:134(next)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:226(_mkstemp_inner)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:147(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:364(_TemporaryFileWrapper)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/tempfile.py:266(mkstemp)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:123(rng)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:493(SpooledTemporaryFile)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:254(gettempdir)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:119(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:107(_RandomNameSequence)
        1    0.001    0.001    0.006    0.006 /usr/lib/python2.7/unittest/__init__.py:45(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:97(_AssertRaisesContext)
        7    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:605(_deprecate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:44(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:132(TestCase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:33(_ExpectedFailure)
        1    0.001    0.001    0.002    0.002 /usr/lib/python2.7/unittest/case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:24(SkipTest)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:1014(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/loader.py:38(TestLoader)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/unittest/loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/main.py:63(TestProgram)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/result.py:14(failfast)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/unittest/result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/unittest/util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/weakref.py:243(__init__)
        1    0.000    0.000    0.026    0.026 /usr/local/lib/python2.7/dist-packages/rtree/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/core.py:8(RTreeError)
    18752    0.033    0.000    0.033    0.000 /usr/local/lib/python2.7/dist-packages/rtree/core.py:12(check_return)
     9376    0.023    0.000    0.023    0.000 /usr/local/lib/python2.7/dist-packages/rtree/core.py:28(check_void_done)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/core.py:20(check_void)
    37500    0.086    0.000    0.086    0.000 /usr/local/lib/python2.7/dist-packages/rtree/core.py:37(check_value)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/core.py:55(free_returned_char_p)
        1    0.001    0.001    0.025    0.025 /usr/local/lib/python2.7/dist-packages/rtree/core.py:2(<module>)
     9375    0.538    0.000    0.974    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:315(insert)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:1146(CustomStorage)
    37500    0.223    0.000    0.309    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:831(get_dimension)
     9375    1.326    0.000    1.916    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:503(nearest)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:759(Item)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:796(__init__)
    18750    0.443    0.000    0.775    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:269(get_coordinate_pointers)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:833(set_dimension)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:1084(ICustomStorage)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:791(Property)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:844(set_storage)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:1107(CustomStorageBase)
        1    0.000    0.000    0.026    0.026 /usr/local/lib/python2.7/dist-packages/rtree/index.py:2(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:802(__del__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:76(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:71(Index)
    28321    0.188    0.000    0.327    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:473(_get_ids)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/rtree/index.py:1046(CustomStorageCallbacks)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 <string>:6(HermiteE)
        1    0.000    0.000    0.000    0.000 <string>:6(Polynomial)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 <string>:6(Laguerre)
        1    0.000    0.000    0.000    0.000 <string>:6(Legendre)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:6(Hermite)
        1    0.000    0.000    0.000    0.000 <string>:6(Chebyshev)
        1    0.071    0.071 14849.747 14849.747 dbscan-master.py:129(dbscan)
        1    1.742    1.742    8.248    8.248 dbscan-master.py:159(importDataSet)
        1    0.001    0.001 14862.434 14862.434 dbscan-master.py:7(<module>)
     9584  681.571    0.071 14849.231    1.549 dbscan-master.py:94(_region_query)
 89840416 2493.167    0.000 8367.586    0.000 dbscan-master.py:86(_dist)
 89840416  241.492    0.000 8609.077    0.000 dbscan-master.py:90(_eps_neighborhood)
        1    0.121    0.121 14850.334 14850.334 dbscan-master.py:211(dbscan_runner)
        1    0.368    0.368    2.676    2.676 dbscan-master.py:56(calculateANN)
        1    0.075    0.075    1.068    1.068 dbscan-master.py:36(indexDataSet)
     6716    0.091    0.000 14849.346    2.211 dbscan-master.py:104(_expand_cluster)
   300000    0.263    0.000    0.263    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
       12    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        3    0.000    0.000    0.000    0.000 {_csv.writer}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
1347644882 1498.634    0.000 1498.634    0.000 {isinstance}
       18    0.000    0.000    0.000    0.000 {max}
        8    0.000    0.000    0.000    0.000 {_sre.compile}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        4    0.000    0.000    0.000    0.000 {posix.getpid}
      260    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
        1    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    4.885    4.885    4.885    4.885 {raw_input}
   309375    1.006    0.000    1.006    0.000 {method 'writerow' of '_csv.writer' objects}
        1    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      256    0.000    0.000    0.000    0.000 {chr}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       45    0.000    0.000    0.000    0.000 {repr}
       19    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {locals}
       19    0.000    0.000    0.000    0.000 {_struct.calcsize}
        3    0.000    0.000    0.000    0.000 {posix.urandom}
       38    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       93    0.000    0.000    0.000    0.000 {setattr}
        1    0.002    0.002    0.002    0.002 {method 'tolist' of 'numpy.ndarray' objects}
    18751    0.041    0.000    0.041    0.000 {zip}
       76    0.000    0.000    0.000    0.000 {globals}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
     9636    0.012    0.000    0.012    0.000 {method 'strip' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      798    0.001    0.000    0.001    0.000 {method 'group' of '_sre.SRE_Match' objects}
    18750    0.067    0.000    0.067    0.000 {_ctypes.pointer}
        1    0.000    0.000    0.000    0.000 {_csv.reader}
    18836    0.023    0.000    0.023    0.000 {_ctypes.POINTER}
        8    0.000    0.000    0.000    0.000 {all}
        9    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {posix.fdopen}
        3    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 {math.exp}
        6    0.000    0.000    0.000    0.000 {hasattr}
      114    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
       18    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       31    0.000    0.000    0.000    0.000 {issubclass}
        2    0.000    0.000    0.000    0.000 {math.log}
      219    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
    18757    0.024    0.000    0.024    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        2    0.012    0.006    0.012    0.006 {method 'read' of 'file' objects}
        2    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
       21    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 {posix.close}
        5    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      136    0.000    0.000    0.000    0.000 {ord}
        3    0.000    0.000    0.000    0.000 {map}
       40    0.087    0.002    0.087    0.002 {numpy.core.multiarray.array}
    18751    0.026    0.000    0.026    0.000 {iter}
       20    0.000    0.000    0.000    0.000 {_sre.getlower}
        3    0.000    0.000    0.000    0.000 {function seed at 0x28ddd70}
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
        1    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
      409    0.001    0.000    0.001    0.000 {getattr}
        2    0.000    0.000    0.000    0.000 {posix.unlink}
        4    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
     9375    0.022    0.000    0.022    0.000 {sum}
       21    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {posix.open}
179753233/179753193  177.360    0.000  177.360    0.000 {len}
    67879    1.147    0.000    1.147    0.000 {range}
        1    0.000    0.000    0.000    0.000 {posix.getcwd}
     9375    0.012    0.000    0.012    0.000 {_ctypes.byref}
 89849792  173.415    0.000  173.415    0.000 {math.sqrt}
        5    0.000    0.000    0.000    0.000 {open}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        3    0.000    0.000    0.000    0.000 {binascii.hexlify}
       19    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        3    0.002    0.001    0.002    0.001 {_ctypes.dlopen}
        2    0.003    0.002    0.003    0.002 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
